1.849892,-0.169548,1.102631,-0.936388,-1.011728,1.159469,1.000000
-0.216869,1.632966,-0.611945,0.993761,0.393467,1.151757,0.000000
0.044797,-1.170876,0.049468,-0.416814,-1.080832,-1.390927,1.000000
-0.699706,-0.737034,0.232145,0.148421,-1.436761,1.168256,1.000000
-2.134770,-0.952620,0.737819,-3.522565,-1.815301,0.896790,1.000000
-0.188370,-0.356384,0.264020,0.827232,-1.235211,-0.104370,0.000000
0.377588,0.065370,0.746610,0.218279,1.308989,-1.338157,1.000000
0.250066,-0.541770,0.987560,-1.444960,0.750637,1.426888,1.000000
1.023719,0.845245,-0.336083,0.852706,0.131861,0.685216,0.000000
0.119810,-0.454034,-0.257375,-0.318450,1.428599,-1.010891,1.000000
0.684236,-1.028263,-0.480462,0.401580,0.005860,0.469647,0.000000
0.643364,-1.385183,0.837514,0.052287,-0.917123,0.836828,1.000000
1.289670,-0.821194,-0.885239,1.110498,-0.825182,-0.280270,0.000000
0.639185,1.296411,1.347614,-0.408649,0.500201,1.149035,1.000000
0.428812,-0.094526,0.742839,0.120804,-0.506013,1.209145,1.000000
-1.582826,0.489220,0.743629,-0.054974,1.455779,1.622298,1.000000
0.298309,0.492076,-0.469110,0.730657,-1.464645,0.424863,0.000000
0.544843,-0.497226,0.494827,0.015019,1.525255,1.399910,1.000000
0.053247,-0.762041,0.764997,-0.927890,1.253749,-0.959144,1.000000
-0.758773,-0.377573,1.263812,-1.716915,-1.449541,1.678775,1.000000
-1.426306,-1.598516,-0.087002,-2.136225,-0.575356,0.925505,1.000000
-0.952585,-0.393452,2.577406,-1.070188,1.177735,-0.717017,1.000000
0.209007,0.775972,1.063650,-1.537027,1.451811,1.039630,1.000000
-0.336862,1.939575,-0.436056,0.826481,0.681697,-0.111837,0.000000
-0.913871,-0.779459,0.658743,-1.545409,1.572385,-1.424171,1.000000
-0.047148,0.528981,-0.403531,-0.566386,-1.172712,-1.249591,1.000000
1.967777,-1.494635,-0.878142,1.217514,0.181974,0.526255,0.000000
-3.114859,0.514428,0.916293,-1.791805,1.452945,0.674293,1.000000
0.194268,-2.218331,0.393593,0.932588,0.999359,0.158502,0.000000
0.223391,-1.447643,-0.463479,-0.144573,0.749248,-1.027202,0.000000
-1.599265,0.323461,-0.337679,0.690914,-0.767979,0.144329,0.000000
-1.280875,1.622435,-1.973249,0.609050,-0.180378,1.006348,0.000000
1.477345,-1.938298,-1.534257,0.582319,-0.718732,-1.492258,0.000000
-0.791952,1.297662,-0.508617,0.920687,-0.694282,1.314965,0.000000
1.661180,0.127440,-0.774331,-0.832008,-1.438063,0.855626,1.000000
1.095046,0.017868,-0.752991,0.293635,0.397528,1.015476,0.000000
-0.222650,-0.895310,-0.023208,0.695686,0.743087,-0.067690,0.000000
1.563257,-0.605229,-1.188492,-0.622050,-0.278700,-1.007861,1.000000
2.214232,0.064154,2.639985,-2.016330,-0.842264,0.649954,1.000000
-0.218608,-0.665257,-0.574355,0.868345,0.360179,1.252111,0.000000
-0.982695,1.468927,-0.952754,0.868607,0.288788,-1.191504,0.000000
0.505734,1.578527,1.475853,-2.228527,-1.624323,-1.199791,1.000000
0.495468,-0.626391,1.221360,-1.118520,1.435760,-1.555773,1.000000
-0.483292,0.126772,0.101518,-0.037874,0.384650,-1.135348,0.000000
-0.472681,0.319109,0.972704,-0.407380,-1.206819,0.831868,1.000000
-0.088009,0.368648,0.632078,-1.000226,-1.148624,0.949454,1.000000
-0.730565,-0.588322,0.264402,0.189284,-0.693649,-1.148291,1.000000
0.631895,1.756892,-0.366174,-0.603718,1.240411,1.004726,1.000000
0.388518,0.761108,0.029146,0.095902,-0.698687,1.837067,1.000000
-0.575163,-0.074459,-0.818125,0.996388,0.578326,1.069614,1.000000
-0.764291,-1.209354,0.753053,-0.968812,-0.915810,-1.538840,1.000000
-0.334263,-0.060093,0.353682,-2.476847,-0.656822,1.112646,1.000000
-0.060377,0.778583,-1.337220,-0.217790,-0.071554,0.816972,0.000000
-0.656517,0.891582,-0.903946,0.980737,1.571984,0.277288,0.000000
-0.991030,-0.134756,-0.231240,0.305752,-0.471041,-0.331863,0.000000
1.576102,-0.230294,0.788242,-0.587401,1.173507,0.977261,1.000000
-0.916397,0.268708,-0.735947,0.844031,-0.141689,-1.054293,0.000000
1.076904,-1.028075,-1.466768,0.092473,0.259495,1.259587,0.000000
0.028389,-1.029520,-0.420869,0.395828,-0.194190,-1.129129,0.000000
0.503923,0.175180,0.653986,0.785187,0.838010,1.379083,1.000000
1.118130,0.056495,0.890436,0.251635,0.951398,-1.368444,1.000000
0.881467,0.236517,-0.185060,1.487787,-0.750582,0.266086,0.000000
0.265285,-1.478436,-0.384301,-0.868724,1.016217,0.730865,1.000000
1.459758,0.325207,1.326459,-0.888382,0.707369,0.770457,1.000000
-0.324754,1.502243,-1.208159,0.443217,0.185011,-0.674819,0.000000
0.032890,0.491168,-1.331735,0.137338,1.335049,-0.205659,0.000000
0.500161,0.181795,-0.324878,-0.327717,-1.381506,1.113021,1.000000
1.009454,-0.719296,0.360321,-0.894408,1.436691,1.656817,1.000000
1.233940,-0.458328,-1.244837,1.005538,-0.115971,0.778192,0.000000
-1.305534,0.699236,1.789133,-0.754055,-1.118164,-1.003556,1.000000
1.009596,1.816692,-0.414297,0.154481,0.753825,0.243177,0.000000
0.469663,-0.174997,-0.993574,0.398453,-0.875065,-0.118069,0.000000
0.152458,-1.309282,1.392802,-1.058249,0.778186,1.133870,1.000000
-0.916796,3.507177,-0.690970,1.083237,1.369866,-0.638111,0.000000
